,spam,sms,sms_transform
2187,0,Oh god. I'm gonna Google nearby cliffs now.,oh god gon na googl nearbi cliff
2188,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phone linerent 750 cross ntwk min price txt bundl deal also avbl call 08001950382 mf
2189,0,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,yup shd haf ard 10 page add figur ìï got mani page
2190,0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ooh 4got gon na start belli danc moseley wed u want 2 join cafe
2191,0,Thankyou so much for the call. I appreciate your care.,thankyou much call appreci care
2192,0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrat treat mail 2 mail mother mail
2193,0,I called but no one pick up e phone. I ask both of them already they said ok.,call one pick e phone ask alreadi said ok
2194,0,Hi my email address has changed now it is ,hi email address chang
2195,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",happi advanc
2196,0,"Not much, just some textin'. How bout you?",much textin bout
2197,0,Bring it if you got it,bring got
2198,0,I'm in a movie. Call me 4 wat?,movi call 4 wat
2199,0,Not sure I have the stomach for it ...,sure stomach
2200,0,Haha... can... But i'm having dinner with my cousin...,haha dinner cousin
2201,0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",boy late 2 home father
2202,0,"(And my man carlos is definitely coming by mu tonight, no excuses)",man carlo definit come mu tonight excus
2203,0,soon you will have the real thing princess! Do i make you wet? :),soon real thing princess make wet
2204,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pl favour pl convey birthday wish nimya pl today birthday
2205,0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think could swing like hour
2206,1,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
2207,0,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usual bodi take care buy make sure doesnt progress pl continu talk saturday
2208,1,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min
2209,0,"Hmm well, night night ",hmm well night night
2210,0,Just wanted to say holy shit you guys weren't kidding about this bud,want say holi shit guy kid bud
2211,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy
2212,0,"This is one of the days you have a billion classes, right?",one day billion class right
2213,0,"Goodmorning, today i am late for 2hrs. Because of back pain.",goodmorn today late 2hr back pain
2214,0,Ok then i'll let him noe later n ask him call u tmr...,ok let noe later n ask call u tmr
2216,0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok walik ard u wan 2 buy anyth go ur hous
2217,0,* Will have two more cartons off u and is very pleased with shelves,two carton u pleas shelv
2218,0,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talk pleas dont forget pix want see
2219,1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,guarante cash prize claim yr prize call custom servic repres 08714712379 cost 10p
2220,0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,realli quit funni lor wat u shd haf run shorter distanc wat
2221,0,I notice you like looking in the shit mirror youre turning into a right freak,notic like look shit mirror your turn right freak
2222,0,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,great get worri know wonder care person like best life know u r wonder god love
2223,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120
2224,0,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",prefer free day tue wed fri oso ìï ask workin lor
2225,0,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrit jod how revis goin keri bin doin smidgin n e way u wan na cum colleg xx
2226,0,If you have belive me. Come to my home.,beliv come home
2227,0,Oh k.k..where did you take test?,oh take test
2228,0,Those were my exact intentions,exact intent
2229,0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh later got go tuition haha look empti slot drive lesson
2230,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat
2231,0,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm
2232,0,Nothing just getting msgs by dis name wit different no's..,noth get msg di name wit differ
2234,0,What's your room number again? Wanna make sure I'm knocking on the right door,room number wan na make sure knock right door
2235,0,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,listened2th plaid gd new air1 boughtåóbraindanceåóa aphexåõ abel
2236,0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pl tell nelson bb longer comin money expect aint come
2237,0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give someth drink take vomit temp might drop unmit howev let know
2238,0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think sent text home phone cant display text still want send number
2239,0,Every day i use to sleep after  &lt;#&gt;  so only.,everi day use sleep lt gt
2240,0,K I'll call you when I'm close,k call close
2241,0,U buy newspapers already?,u buy newspap alreadi
2242,0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif si lor aft bath dog bath look like go 2 rain soon
2243,0,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo way mom make tortilla soup yummmm
2244,0,No management puzzeles.,manag puzzel
2245,0,How did you find out in a way that didn't include all of these details,find way includ detail
2246,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u 4goten bout scammer get smart though regular vodafon respond get prem rate no use also bewar
2247,1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,back 2 work 2morro half term u c 2nite 4 sexi passion b4 2 go back chat 09099726481 luv dena call
2248,0,will you like to be spoiled? :),like spoil
2249,1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",thank rington order ref number r836 mobil charg tone arriv pleas call custom servic 09065069154
2250,0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,get threat sale execut shifad rais complaint offici messag
2251,0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope thing went well remind still need u c littl thing left loung
2252,0,Den wat will e schedule b lk on sun?,den wat e schedul b lk sun
2253,0,Lol enjoy role playing much?,lol enjoy role play much
2254,0,Ok. Me watching tv too.,watch tv
2255,0,I just lov this line: \Hurt me with the truth,lov line truth
2256,0,"Just checked out, heading out to drop off my stuff now",check head drop stuff
2257,0,Here got lots of hair dresser fr china.,got lot hair dresser fr china
2258,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week wife wish parent forgot n kid went work even colleagu wish
2259,0,Ill call you evening ill some ideas.,ill call even ill idea
2260,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobil choos 1000 gr8 tone wk subscrit servic weekli tone cost 300p u one credit kick back enjoy
2261,0,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c 4 dust
2262,0,It should take about  &lt;#&gt;  min,take lt gt min
2263,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx
2266,1,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward 88877 free entri weekli comp send word enter 88877 18 c
2267,0,Finish liao... U?,finish liao u
2268,1,88066 FROM 88066 LOST 3POUND HELP,88066 88066 lost 3pound help
2269,0,Haha i think i did too,haha think
2270,0,U know we watchin at lido?,u know watchin lido
2271,0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someon lifetim may meaningless moment spent someon realli love mean life
2272,0,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesom 4u coupl time come
2273,0,Cold. Dont be sad dear,cold dont sad dear
2274,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour roommat look stock trip
2275,0,Is that on the telly? No its Brdget Jones!,telli brdget jone
2277,0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello r u im bore inev thought id get bore tv tell someth excit happen anyth
2278,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza 700 studio taken left 2 900
2279,0,"Sorry, I'll call later in meeting",sorri call later meet
2280,0,R Ì_ comin back for dinner?,r comin back dinner
2281,0,"I hav almost reached. Call, i m unable to connect u.",hav almost reach call unabl connect u
2282,0,Whom you waited for yesterday,wait yesterday
2283,0,I reach home safe n sound liao...,reach home safe n sound liao
2284,0,"Velly good, yes please!",velli good ye pleas
2285,0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terribl wk good huge back log mark
2286,0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,two letter copi co one messag speak soon
2287,0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex know guy sell mid south tampa think could set like 8
2288,0,Dont you have message offer,dont messag offer
2289,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptx
2290,0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey babe u doin wot u 2 2nite love anni x
2291,0,Remind me how to get there and I shall do so,remind get shall
2292,0,:-( that's not v romantic!,v romant
2293,0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello damn christma thing think decid keep mp3 doesnt work
2294,1,You have 1 new message. Please call 08718738034.,1 new messag pleas call 08718738034
2295,0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope good time u back time u give call home jess xx
2296,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forward 21870000 hi mailbox messag sm alert 4 messag 21 match pleas call back 09056242159 retriev messag match
2297,0,Draw va?i dont think so:),draw va dont think
2298,0,Dont pick up d call when something important is There to tell. Hrishi,dont pick call someth import tell hrishi
2300,0,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,nothin come mind ìï help buy hanger lor ur laptop heavi
2301,0,"&lt;#&gt; , that's all? Guess that's easy enough",lt gt guess easi enough
2302,0,We can make a baby in yo tho,make babi yo tho
2303,0,Should I tell my friend not to come round til like  &lt;#&gt; ish?,tell friend come round til like lt gt ish
2304,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8
2305,0,Still in the area of the restaurant. Ill try to come back soon,still area restaur ill tri come back soon
2306,0,"Aight that'll work, thanks",aight work thank
2308,1,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,mobi pub high street prize u know new duchess cornwal txt first name stop 008704050406 sp arrow
2309,0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",2 sleep bag 1 blanket paper phone detail anyth els
2310,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,nokia 7250i get win free auction take part send nokia 86021
2311,1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",congratul thank good friend u xma prize 2 claim easi call 08718726971 10p per minut
2312,1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewslett game thedailydraw dear helen dozen free game great prizeswith
2313,0,So what do you guys do.,guy
2314,0,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesom make regular unless see person
2315,0,That's significant but dont worry.,signific dont worri
2316,0,That's cause your old. I live to be high.,caus old live high
2317,0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",waqt se pehl naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
2318,0,On the way to office da..,way offic da
2319,0,In which place do you want da.,place want da
2320,0,This pain couldn't have come at a worse time.,pain could come wors time
2322,0,Should I be stalking u?,stalk u
2323,0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorri dude dont know forgot even dan remind sorri hope guy fun
2324,0,Ok lor.,ok lor
2325,0,Apps class varaya elaya.,app class varaya elaya
2327,1,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobil number bonu caller prize 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm
2328,0,That day you asked about anand number. Why:-),day ask anand number
2329,0,Am surfing online store. For offers do you want to buy any thing.,surf onlin store offer want buy thing
2330,0,Long beach lor. Expected... U having dinner now?,long beach lor expect u dinner
2331,0,At home by the way,home way
2332,0,We are both fine. Thanks,fine thank
2333,0,What happen to her tell the truth,happen tell truth
2334,0,Do you like Italian food?,like italian food
2335,0,Which is weird because I know I had it at one point,weird know one point
2336,0,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",must nearli dead well jez iscom todo workand whilltak forev
2337,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentin day lt url gt
2338,0,"Alright, see you in a bit",alright see bit
2339,0,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheer messag zogtoriu iåõv stare phone age decid whether text
2340,0,I will take care of financial problem.i will help:),take care financi help
2341,0,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen talk like alian
2342,1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,doubl min txt orang price linerent motorola sonyericsson free call mobileupd8 08000839402
2345,0,"Hi this is yijue, can i meet u at 11 tmr?",hi yiju meet u 11 tmr
2346,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posibl dnt live lt gt centuri cm frwd n thnk differ
2347,0,But i dint slept in afternoon.,dint slept afternoon
2348,0,That seems unnecessarily affectionate,seem unnecessarili affection
2349,0,Yar else i'll thk of all sorts of funny things.,yar els thk sort funni thing
2351,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",download mani rington u like restrict 1000 2 choos u even send 2 yr buddi txt sir 80082
2352,0,Thats cool. How was your day?,that cool day
2353,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,pleas call 08712402902 immedi urgent messag wait
2354,0,R we going with the  &lt;#&gt;  bus?,r go lt gt bu
2355,0,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss
2356,0,No..he joined today itself.,join today
2357,0,Okay same with me. Well thanks for the clarification,okay well thank clarif
2358,0,I'll talk to the others and probably just come early tomorrow then,talk other probabl come earli tomorrow
2359,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per
2360,0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issu weigh thank breath easier make sure dont regret thank
2361,0,Hi. I'm sorry i missed your call. Can you pls call back.,hi sorri miss call pl call back
2363,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasi footbal back tv go sky gamestar sky activ play dream team score start saturday regist sky opt 88088
2364,0,Ok then no need to tell me anything i am going to sleep good night,ok need tell anyth go sleep good night
2365,0,Ok try to do week end course in coimbatore.,ok tri week end cours coimbator
2366,1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club sub expir 2 repli monoc 4 mono polyc 4 poli 1 weekli 150p per week txt stop 2 stop msg free stream 0871212025016
2367,0,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice 2 sheffield tom 2 air opinion categori 2 b use 2 measur ethnic next censu busi transcrib
2368,0,If you r @ home then come down within 5 min,r home come within 5 min
2369,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask cn u run fast boy repli secret n instantli girl shout n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8
2370,0,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",day say cut ur hair paragon call hair sens noe much hair cut
2371,0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm mani unfortun pic obvious arent hot cake kinda fun tho
2372,0,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor funni bluff 4 wat izzit thk imposs us
2373,1,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xma prize draw tri contact today draw show prize guarante call 09058094565 land line valid 12hr
2374,0,Dunno lei he neva say...,dunno lei neva say
2375,0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day u r goodmat think ur rite sari asusu 1 u cheer love u franyxxxxx
2376,0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,way home went chang batt 4 watch go shop bit lor
2377,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,ye place town meet excit adult singl uk txt chat 86688
2378,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobil lt gt ad contact list great place send free sm peopl visit
2379,0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good even sir hope nice day want bring notic late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
2380,0,"If i let you do this, i want you in the house by 8am.",let want hous 8am
2381,0,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",best line said love wait till day forget u day u realiz u forget gn
2382,0,I will reach before ten morning,reach ten morn
2383,0,Your pussy is perfect!,pussi perfect
2385,1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someon contact date servic enter phone becausethey fanci find call landlin pobox1 w14rg 150p
2386,0,No message..no responce..what happend?,messag responc happend
2387,0,Also where's the piece,also piec
2388,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",wiskey brandi rum gin beer vodka scotch shampain wine yarasu dhina vaazhthukk
2389,0,Boo. How's things? I'm back at home and a little bored already :-(,boo thing back home littl bore alreadi
2390,0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gain lt gt kg sinc took second done blood sugar test ok blood pressur within normal limit worri
2391,0,PICK UR FONE UP NOW U DUMB?,pick ur fone u dumb
2392,0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thank da thangam feel happi dear also miss da
2393,0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke home dress co lay around ill speak later bout time stuff
2394,0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm u walk slowli amp kill u care enough stop
2395,0,"Babe, I'm back ... Come back to me ...",babe back come back
2396,0,Well you told others you'd marry them...,well told other marri
2397,0,Neshanth..tel me who r u?,neshanth tel r u
2398,0,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
2399,0,Oh... Kay... On sat right?,oh kay sat right
2400,0,Hi! This is Roger from CL. How are you?,hi roger cl
2401,1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want dont u babi im nasti thing 4 filthyguy fanci rude time sexi bitch go slo n hard txt xxx slo 4msg
2402,0,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wast den muz chiong sat n sun liao
2403,0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesu christ bitch tri give drug answer fuck phone
2404,0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,pleas give 2 pick tuesday even 8 ok
2405,0,I'm meeting Darren...,meet darren
2406,0,One of best dialogue in cute reltnship..!! \Wen i Die,one best dialogu cute reltnship die
2407,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place cook pick veget went 2 post offic went 2 play went 2 marriag polic arrest murder immedi repli reason u r brilliant
2408,0,Dear where you will be when i reach there,dear reach
2409,0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww first time u said u miss without ask miss u first love
2410,0,Ok... Thanx... Gd nite 2 Ì_ too...,ok thanx gd nite 2
2411,0,"Come to me right now, Ahmad",come right ahmad
2413,0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol pleas actual send pic right wan na see pose comb hair dryer someth
2414,0,O was not into fps then.,fp
2415,0,Huh means computational science... Y they like dat one push here n there...,huh mean comput scienc like dat one push n
2416,0,"Could you not read me, my Love ? I answered you",could read love answer
2417,0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh lk tt den take e one tt end cine lor dun wan yogasana oso
2418,0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madam regret receiv refer check dlf rakhesh kerala
2419,1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sm servic inclus text credit pl gotto login 3qxj9 unsubscrib stop extra charg help 08702840625 9ae
2420,0,Oic... Then better quickly go bathe n settle down...,oic better quickli go bath n settl
2421,0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud go 8pm got way contact
2422,0,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo miss first bowl
2423,0,Lmao but its so fun...,lmao fun
2424,0,Oh k k:)but he is not a big hitter.anyway good,oh k k big good
2425,0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey almost forgot happi babe love ya
2426,1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentin day special win quiz take partner trip lifetim send go 83600 rcvd
2427,0,Do you think i can move  &lt;#&gt;  in a week,think move lt gt week
2428,0,She.s find. I sent you an offline message to know how anjola's now.,find sent offlin messag know anjola
2429,1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess first time creat web page read wrote wait opinion want friend
2430,0,How was txting and driving,txting drive
2431,0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,good let thank god pleas complet drug lot water beauti day
2432,0,Really dun bluff me leh... U sleep early too. Nite...,realli dun bluff leh u sleep earli nite
2433,0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",indian r poor india poor countri say one swiss bank director say lt gt lac indian money deposit swiss bank use budget lt gt yr give lt gt crore job indian villag delhi 4 lane road forev free power supli lt gt social project everi citizen get monthli lt gt lt gt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india
